CustomerKey,Gender,Name,City,State_Code,State,Country,Continent,Birthday,Age
1419863,Female,Kelly Davis,Los Angeles,CA,California,United States,North America,29-10-1955,70
1429691,Male,Edgar Williams,Los Angeles,CA,California,United States,North America,06-02-1990,36
1430917,Female,Louise White,Los Angeles,CA,California,United States,North America,15-10-1953,72
1432818,Female,Barbara Peters,Los Angeles,CA,California,United States,North America,17-10-1997,28
1450204,Female,Kelly Blair,Los Angeles,CA,California,United States,North America,03-09-1962,63
1451193,Female,Rosemary Ward,Los Angeles,CA,California,United States,North America,02-01-1961,65
1460061,Male,Stephen Guidry,Los Angeles,CA,California,United States,North America,30-08-1976,49
1472632,Male,Jeremy Doe,Los Angeles,CA,California,United States,North America,10-04-1951,74
1472731,Male,Martin Owen,Los Angeles,CA,California,United States,North America,02-09-1973,52
1473090,Female,Charmaine Lynn,Los Angeles,CA,California,United States,North America,24-11-1984,41
1499879,Female,Doris Kimball,Los Angeles,CA,California,United States,North America,31-12-1999,26
1502818,Female,Lora Jones,Los Angeles,CA,California,United States,North America,23-11-1962,63
1507007,Female,Ella Roan,Los Angeles,CA,California,United States,North America,23-08-1995,30
1517394,Female,Laura Fletcher,Los Angeles,CA,California,United States,North America,24-10-1982,43
1525634,Female,Josephine Harwell,Los Angeles,CA,California,United States,North America,25-11-1962,63
1534242,Male,Robert Emrich,Los Angeles,CA,California,United States,North America,07-01-1981,45
1535357,Female,Elizabeth Williams,Los Angeles,CA,California,United States,North America,20-03-1986,40
1535433,Male,Allen Boudreaux,Los Angeles,CA,California,United States,North America,22-05-1982,43
1540544,Female,Barbara Dennie,Los Angeles,CA,California,United States,North America,01-08-1973,52
1556707,Male,Richard Barnes,Los Angeles,CA,California,United States,North America,27-01-1944,82
1559226,Female,Dana Wint,Los Angeles,CA,California,United States,North America,24-12-1987,38
1574270,Male,Jerry Shively,Los Angeles,CA,California,United States,North America,17-03-1948,78
1594939,Male,Eddie Felder,Los Angeles,CA,California,United States,North America,17-03-1999,27
1617142,Female,Ella Ferrigno,Los Angeles,CA,California,United States,North America,15-07-1988,37
1617201,Female,Dorothy Clement,Los Angeles,CA,California,United States,North America,02-11-1979,46
1627852,Female,Laura Myers,Los Angeles,CA,California,United States,North America,10-06-1976,49
1635725,Female,Sarah Stage,Los Angeles,CA,California,United States,North America,07-03-1946,80
1639535,Male,James Koffler,Los Angeles,CA,California,United States,North America,24-05-1994,31
1642882,Female,Kimberly Slaton,Los Angeles,CA,California,United States,North America,08-09-1959,66
1655136,Male,Landon Jenkins,Los Angeles,CA,California,United States,North America,27-12-1957,68
1669021,Male,Shaun Steele,Los Angeles,CA,California,United States,North America,15-07-1991,34
1673408,Female,Jacqueline Casias,Los Angeles,CA,California,United States,North America,11-02-1984,42
1686731,Female,Amanda Smith,Los Angeles,CA,California,United States,North America,22-09-1978,47
1694565,Male,Jerry Dixon,Los Angeles,CA,California,United States,North America,13-02-1952,74
1702950,Male,Christopher Mathew,Los Angeles,CA,California,United States,North America,05-11-1996,29
1711962,Female,Michelle Sanders,Los Angeles,CA,California,United States,North America,09-02-2001,25
1718240,Male,David Senn,Los Angeles,CA,California,United States,North America,07-11-1986,39
1724782,Female,Samantha Maldonado,Los Angeles,CA,California,United States,North America,19-01-1954,72
1735845,Female,Virginia Holden,Los Angeles,CA,California,United States,North America,03-03-1989,37
1738345,Male,Michael Provost,Los Angeles,CA,California,United States,North America,05-03-1967,59
1753324,Male,Henry Cater,Los Angeles,CA,California,United States,North America,19-01-1954,72
1778008,Female,Barbara Post,Los Angeles,CA,California,United States,North America,16-08-1950,75
1781953,Male,Robert Meyers,Los Angeles,CA,California,United States,North America,09-11-1987,38
1792688,Male,Morris Abbott,Los Angeles,CA,California,United States,North America,11-05-1970,55
1792707,Female,Carla Arnold,Los Angeles,CA,California,United States,North America,07-05-1947,78
1797885,Female,Eloisa Alexander,Los Angeles,CA,California,United States,North America,20-10-1970,55
1807649,Male,Thomas Williams,Los Angeles,CA,California,United States,North America,27-10-1963,62
1808884,Male,Donald Sims,Los Angeles,CA,California,United States,North America,21-07-1979,46
1810957,Female,Kelley Martin,Los Angeles,CA,California,United States,North America,09-06-1956,69
1820462,Male,Steve Andrews,Los Angeles,CA,California,United States,North America,09-04-1944,81
1825161,Male,Dennis Clouser,Los Angeles,CA,California,United States,North America,13-07-1936,89
1827887,Female,Frances Lankford,Los Angeles,CA,California,United States,North America,12-11-1992,33
1828828,Female,Angelica Timm,Los Angeles,CA,California,United States,North America,30-09-1975,50
1837766,Female,Pauline Adams,Los Angeles,CA,California,United States,North America,13-06-1996,29
1861354,Female,Ann Chafin,Los Angeles,CA,California,United States,North America,04-12-2000,25
1864693,Female,Susan Mcdonald,Los Angeles,CA,California,United States,North America,13-07-1991,34
1870661,Male,Melvin Miller,Los Angeles,CA,California,United States,North America,06-03-1937,89
1888971,Female,Sherry Salazar,Los Angeles,CA,California,United States,North America,08-04-1936,89
1926067,Male,William Coleman,Los Angeles,CA,California,United States,North America,02-07-1978,47
1935094,Male,James Acosta,Los Angeles,CA,California,United States,North America,24-07-1978,47
1940327,Female,Ana Fernandes,Los Angeles,CA,California,United States,North America,02-05-1995,30
1941222,Female,Christine Sanger,Los Angeles,CA,California,United States,North America,04-11-1978,47
1947294,Female,Lucinda Dwyer-Gray,Los Angeles,CA,California,United States,North America,30-12-1992,33
1947606,Male,Jack Perkins,Los Angeles,CA,California,United States,North America,05-02-1973,53
1949706,Female,Genevre Cuillerier,Los Angeles,CA,California,United States,North America,17-05-2000,25
1953232,Male,Sebastian Dahl,Los Angeles,CA,California,United States,North America,09-07-1987,38
1960149,Female,Amber Rochefort,Los Angeles,CA,California,United States,North America,03-11-1979,46
1965850,Male,Joso Grgic,Los Angeles,CA,California,United States,North America,04-09-1984,41
1969736,Female,Leah Schulz,Los Angeles,CA,California,United States,North America,12-01-1994,32
1971820,Female,Barbara Bachmeier,Los Angeles,CA,California,United States,North America,17-05-1979,46
1980973,Female,Sarah Hansen,Los Angeles,CA,California,United States,North America,10-10-1970,55
2002841,Female,Lana Klobucar,Los Angeles,CA,California,United States,North America,01-02-1942,84
2003293,Female,Judithe Broberg,Los Angeles,CA,California,United States,North America,08-02-2001,25
2008641,Male,Tihomil Kralj,Los Angeles,CA,California,United States,North America,16-08-1963,62
2009243,Male,Andreas Reiniger,Los Angeles,CA,California,United States,North America,13-08-1938,87
2009540,Female,Helene Berthelsen,Los Angeles,CA,California,United States,North America,09-12-1959,66
2014565,Female,Sintiques Quezada,Los Angeles,CA,California,United States,North America,02-06-1998,27
2014930,Male,Mieszko Zielinski,Los Angeles,CA,California,United States,North America,08-06-1975,50
2018869,Male,Elof ÅBerg,Los Angeles,CA,California,United States,North America,12-05-1960,65
2021353,Female,Hanne Nordby,Los Angeles,CA,California,United States,North America,14-10-1986,39
2029379,Male,SøRen Enoksen,Los Angeles,CA,California,United States,North America,18-03-1943,83
2029518,Male,Jan Berg,Los Angeles,CA,California,United States,North America,04-04-1939,87
2032912,Female,Rebecca Porter,Los Angeles,CA,California,United States,North America,26-05-1946,79
2040826,Female,Brigitte Grunewald,Los Angeles,CA,California,United States,North America,04-02-1994,32
2044307,Female,Sabina Hedlund,Los Angeles,CA,California,United States,North America,29-01-1998,28
2053612,Male,Isak Brandt,Los Angeles,CA,California,United States,North America,03-09-2001,24
2072900,Female,Melinda Patino,Los Angeles,CA,California,United States,North America,20-08-1935,90
2092412,Female,Stanka Petkovic,Los Angeles,CA,California,United States,North America,29-12-1951,74
2099252,Female,Angelika Nowicka,Los Angeles,CA,California,United States,North America,27-01-2001,25
1201225,Male,John Lally,Irvine,CA,California,United States,North America,06-02-1996,30
1202046,Male,Scott Webb,Walnut Creek,CA,California,United States,North America,13-12-1993,32
1203201,Female,Maria Schroyer,Dublin,CA,California,United States,North America,26-02-2001,25
1204360,Male,Eric Arnold,San Jose,CA,California,United States,North America,11-04-1982,43
1208968,Female,Lucy Ketron,Fresno,CA,California,United States,North America,06-02-1996,30
1211703,Male,Robert Demartino,Chula Vista,CA,California,United States,North America,27-12-1943,82
1213463,Male,James Belcher,San Francisco,CA,California,United States,North America,24-02-1983,43
1215706,Female,Ashley Anderson,Irvine,CA,California,United States,North America,04-08-1951,74
1216913,Male,Donald Woodie,Garden Grove,CA,California,United States,North America,16-04-1939,86
1217567,Male,Christopher Calaway,San Francisco,CA,California,United States,North America,18-02-1947,79
1218356,Male,Jonathan Jones,Walnut,CA,California,United States,North America,12-10-1961,64
1221793,Male,James Harris,San Diego,CA,California,United States,North America,06-08-1970,55
1223138,Female,Renee Middleton,Fremont,CA,California,United States,North America,17-07-1957,68
1224434,Male,Edwin Trent,Fresno,CA,California,United States,North America,09-06-1935,90
1226067,Male,Walter Elder,San Diego,CA,California,United States,North America,18-12-1984,41
1226365,Female,Jessica Taylor,Bell,CA,California,United States,North America,18-08-1974,51
1226594,Male,James Carr,Coronado,CA,California,United States,North America,29-07-1942,83
1228544,Female,Janice Bateman,Burbank,CA,California,United States,North America,23-03-1967,59
1231860,Female,Candice Fisher,Camarillo,CA,California,United States,North America,01-10-1964,61
1232096,Male,Thomas Donlon,Sacramento,CA,California,United States,North America,08-03-1993,33
1239282,Male,Antony Burke,Fresno,CA,California,United States,North America,27-08-1979,46
1239749,Male,Robert Huerta,San Mateo,CA,California,United States,North America,12-01-1985,41
1248961,Male,Leonard Moynihan,El Monte,CA,California,United States,North America,03-06-1957,68
1249680,Male,Shawn Peluso,Mira Loma,CA,California,United States,North America,08-01-1938,88
1250060,Female,Tracey Ballard,Sacramento,CA,California,United States,North America,07-05-1985,40
1253680,Male,Louis Denney,Pomona,CA,California,United States,North America,21-05-1953,72
1254497,Male,James Loya,Santa Clara,CA,California,United States,North America,29-10-1945,80
1254510,Male,Thomas Brungardt,Stockton,CA,California,United States,North America,08-10-1977,48
1258466,Female,Janet Waddle,San Jose,CA,California,United States,North America,27-11-1990,35
1258698,Female,Josie Griffen,Anaheim,CA,California,United States,North America,30-01-1960,66
1259925,Female,Kristen Sarno,Anaheim,CA,California,United States,North America,01-03-1969,57
1262977,Male,Jerry Hayse,Bellflower,CA,California,United States,North America,11-05-1946,79
1266191,Male,Charles Meier,Santa Ana,CA,California,United States,North America,04-09-1959,66
1266756,Female,Sylvia Divine,San Diego,CA,California,United States,North America,30-07-1999,26
1266796,Male,Jose Hill,Ontario,CA,California,United States,North America,03-10-2001,24
1269051,Male,Frank Upchurch,Auberry,CA,California,United States,North America,20-11-1995,30
1269245,Female,Julia Vincent,Mountain View,CA,California,United States,North America,22-06-2000,25
1271947,Male,Angel Gallop,Palmdale,CA,California,United States,North America,20-01-1945,81
1274462,Male,Joseph Roche,San Francisco,CA,California,United States,North America,25-12-1936,89
1277272,Male,Eddie Short,Hayward,CA,California,United States,North America,08-07-1980,45
1277723,Male,Todd Mendez,Los Altos,CA,California,United States,North America,12-09-1966,59
1281023,Female,Kathleen Quijano,Orange,CA,California,United States,North America,31-07-1939,86
1281061,Female,Ruth Wrigley,Oakland,CA,California,United States,North America,24-08-1993,32
1281531,Female,Lori Nunez,Gardena,CA,California,United States,North America,29-09-1989,36
1281867,Male,Michael Stockwell,Irvine,CA,California,United States,North America,17-08-2000,25
1282455,Female,Georgia Maguire,Anaheim,CA,California,United States,North America,20-01-1951,75
1282854,Male,Marcos Engle,Santa Ana,CA,California,United States,North America,31-12-1952,73
1283754,Female,Dorothy Nutter,Santa Fe Springs,CA,California,United States,North America,12-09-1949,76
1284129,Male,Clyde Bloodworth,Alhambra,CA,California,United States,North America,24-07-1991,34
1284953,Male,Jim Cosby,Oakland,CA,California,United States,North America,17-05-1949,76
1288469,Male,Bryce Murphy,Anaheim,CA,California,United States,North America,29-03-1968,58
1288974,Female,Frances Roberts,San Fernando,CA,California,United States,North America,25-02-1944,82
1291393,Male,Robert Green,Santa Ana,CA,California,United States,North America,02-08-1976,49
1291471,Female,Cynthia Puleo,Nicasio,CA,California,United States,North America,17-05-1950,75
1291539,Female,Shanna Jones,San Francisco,CA,California,United States,North America,29-01-1951,75
1291868,Female,Mabel Chavarria,Hayward,CA,California,United States,North America,16-05-1960,65
1292915,Female,Erika Studer,Oakland,CA,California,United States,North America,05-02-1941,85
1294285,Female,Helen Lowery,Sacramento,CA,California,United States,North America,07-05-1950,75
1296031,Female,Jennifer Barger,Pico Rivera,CA,California,United States,North America,15-08-2001,24
1297155,Female,Linda Simon,Baldwin Park,CA,California,United States,North America,15-08-1996,29
1298070,Male,James Lacefield,Oakland,CA,California,United States,North America,21-07-1978,47
1298635,Male,Bradley Nadel,Fresno,CA,California,United States,North America,14-09-1942,83
1302010,Female,Carrie Turk,Arroyo Grande,CA,California,United States,North America,03-02-1945,81
1303513,Female,Shannon Stelzer,City Of Commerce,CA,California,United States,North America,08-09-1982,43
1305152,Male,Jamel Allen,Sacramento,CA,California,United States,North America,11-10-1963,62
1305559,Male,Fred Mackin,San Francisco,CA,California,United States,North America,09-12-1990,35
1305648,Male,Albert Brock,Bakersfield,CA,California,United States,North America,22-12-1999,26
1306768,Male,Steven Ma,Oakland,CA,California,United States,North America,21-04-1995,30
1306783,Male,Gary Shaw,Caruthers,CA,California,United States,North America,11-04-1941,84
1307704,Male,Jeffrey Fries,San Bernardino,CA,California,United States,North America,14-07-1989,36
1312078,Male,Joseph Garner,Anaheim,CA,California,United States,North America,17-02-1950,76
1314582,Female,Leatrice Murphy,San Diego,CA,California,United States,North America,11-08-1995,30
1316505,Female,Mary Ferguson,Huntington Park,CA,California,United States,North America,03-02-1935,91
1317281,Male,Charles Isaac,Concord,CA,California,United States,North America,03-01-1936,90
1319327,Male,Kenneth Kurth,Modesto,CA,California,United States,North America,06-09-1972,53
1326966,Female,Carol Pringle,Santa Clara,CA,California,United States,North America,03-06-1955,70
1328345,Female,Julia Mathis,Santa Clara,CA,California,United States,North America,03-08-1994,31
1328539,Female,Glenda Carey,Mugu,CA,California,United States,North America,20-12-1990,35
1330234,Male,John Villanueva,San Diego,CA,California,United States,North America,16-10-1974,51
1331616,Male,Clifford Wilson,Newhall,CA,California,United States,North America,06-06-1993,32
1334369,Male,Michael Smith,Stockton,CA,California,United States,North America,12-06-2001,24
1335336,Female,Barbara Milam,Sacramento,CA,California,United States,North America,04-06-1992,33
1335615,Male,Luis Moore,Culver City,CA,California,United States,North America,04-12-1996,29
1338214,Male,Walter Parker,El Cajon,CA,California,United States,North America,01-08-1984,41
1339651,Female,Verna Mendez,Salinas,CA,California,United States,North America,18-03-1961,65
1340104,Male,Robert Cronk,Anaheim,CA,California,United States,North America,04-06-1977,48
1340902,Female,Sally Smith,Fremont,CA,California,United States,North America,17-12-1998,27
1341076,Male,Jason Sepulveda,North Hollywood,CA,California,United States,North America,09-12-1954,71
1341101,Female,Teresa Beaver,San Diego,CA,California,United States,North America,22-09-1945,80
1343149,Female,Diana Davis,Rancho Mirage,CA,California,United States,North America,05-03-1970,56
1344166,Female,Helen Manseau,Boron,CA,California,United States,North America,13-03-1959,67
1344733,Female,Joan March,Greenfield,CA,California,United States,North America,29-04-1969,56
1345515,Female,April Jones,Salinas,CA,California,United States,North America,29-05-1993,32
1349069,Male,John Frawley,Menlo Park,CA,California,United States,North America,29-11-1973,52
1350729,Female,Linda Oakley,Fullerton,CA,California,United States,North America,29-10-1983,42
1352418,Male,Donnell Hecht,San Francisco,CA,California,United States,North America,26-11-2000,25
1352896,Male,Scott Santiago,Fresno,CA,California,United States,North America,13-04-1965,60
1353111,Female,Terri Combs,Paradise,CA,California,United States,North America,24-03-1979,47
1353804,Male,John Gillan,Burbank,CA,California,United States,North America,25-09-1998,27
1355082,Male,Morris Marrone,San Francisco,CA,California,United States,North America,24-08-1942,83
1355155,Female,Ester Jones,Sacramento,CA,California,United States,North America,03-09-1949,76
1356740,Male,James Stokes,Placentia,CA,California,United States,North America,10-07-1947,78
1357266,Male,Eric Heim,Fresno,CA,California,United States,North America,18-02-1957,69
1357568,Female,Terese Koenig,Fresno,CA,California,United States,North America,29-12-1968,57
1357822,Male,Jimmy Small,Sacramento,CA,California,United States,North America,10-03-1986,40
1363258,Male,Patrick Glade,San Francisco,CA,California,United States,North America,12-04-1961,64
1364334,Male,Timothy Foley,Sacramento,CA,California,United States,North America,07-06-1989,36
1365036,Male,Jeffrey Greaves,Sacramento,CA,California,United States,North America,09-01-1939,87
1365090,Male,David Mccormick,Irvine,CA,California,United States,North America,30-06-1974,51
1365450,Male,Richard Davis,Rancho Cordova,CA,California,United States,North America,12-01-1951,75
1367439,Female,Tammy Overall,Escondido,CA,California,United States,North America,27-05-1999,26
1372748,Female,Patricia Gonzalez,San Francisco,CA,California,United States,North America,18-01-1999,27
1372912,Male,Charles Page,Chula Vista,CA,California,United States,North America,15-10-1985,40
1373708,Female,Angela Davis,Salinas,CA,California,United States,North America,08-02-1943,83
1374597,Male,Marion Lindsay,San Francisco,CA,California,United States,North America,13-02-1954,72
1376585,Male,James Owens,Lincoln,CA,California,United States,North America,23-10-1967,58
1377047,Female,Janet Chen,Rocklin,CA,California,United States,North America,05-06-1937,88
1377713,Male,Paul Magee,Lake Los Angeles,CA,California,United States,North America,21-12-1984,41
1378782,Male,Travis Ingram,Vista,CA,California,United States,North America,16-08-1961,64
1379338,Female,Gita Plank,Oakland,CA,California,United States,North America,21-11-1947,78
1380130,Male,Noel Burnette,Santa Rosa,CA,California,United States,North America,28-03-1966,60
1380361,Male,Carl Williams,Pomona,CA,California,United States,North America,28-04-1999,26
1380698,Female,Agnes Bronson,El Monte,CA,California,United States,North America,15-05-1960,65
1381883,Male,Luke Watson,Burbank,CA,California,United States,North America,21-02-1996,30
1383155,Female,Katie Billingsley,Rancho Cordova,CA,California,United States,North America,25-02-1946,80
1386809,Female,Patricia Recinos,Irvine,CA,California,United States,North America,20-06-1980,45
1388017,Female,Jill Rogers,Bakersfield,CA,California,United States,North America,14-06-1991,34
1388042,Male,Kenneth Tucker,Sacramento,CA,California,United States,North America,03-04-1943,83
1389502,Male,Manuel Jenkins,Irvine,CA,California,United States,North America,15-10-1947,78
1390823,Male,Marco Mckee,San Diego,CA,California,United States,North America,29-09-1943,82
1391057,Male,John Pinkley,Anderson,CA,California,United States,North America,23-09-1936,89
1392468,Female,Ora Williams,San Francisco,CA,California,United States,North America,09-05-1958,67
1395464,Female,Sherry Brownlee,San Jose,CA,California,United States,North America,28-10-1979,46
1397271,Female,Yesenia Chivers,Mira Loma,CA,California,United States,North America,09-05-1974,51
1398115,Male,Steve Caulfield,Hermosa Beach,CA,California,United States,North America,23-01-1948,78
1399330,Male,Jack Coffman,Concord,CA,California,United States,North America,13-11-1980,45
1401888,Male,Al Coleman,Earlimart,CA,California,United States,North America,06-11-1970,55
1402836,Male,Harry Ponder,Oakland,CA,California,United States,North America,19-03-1955,71
1405105,Male,Thomas Hines,San Diego,CA,California,United States,North America,25-02-1938,88
1406178,Male,Mario Mclaurin,San Francisco,CA,California,United States,North America,07-01-1937,89
1407506,Female,Kim Bullen,Oakland,CA,California,United States,North America,15-05-1951,74
1409017,Female,Margie Wymer,Stockton,CA,California,United States,North America,10-05-1981,44
1410778,Male,Doug Dalton,San Jose,CA,California,United States,North America,15-11-1974,51
1411591,Female,Concetta Muniz,Fresno,CA,California,United States,North America,15-06-1942,83
1411618,Male,Marcos Forth,San Diego,CA,California,United States,North America,17-08-2000,25
1411952,Female,Sandy Kitt,San Jose,CA,California,United States,North America,30-05-1987,38
1412312,Male,Gerald Green,San Jose,CA,California,United States,North America,27-10-1985,40
1412984,Male,John Powell,Fremont,CA,California,United States,North America,29-07-1995,30
1414666,Female,Frances Howell,Redwood City,CA,California,United States,North America,20-02-2000,26
1415490,Male,Phillip Schultz,El Segundo,CA,California,United States,North America,01-05-1942,83
1416872,Female,Vera Quillen,Alhambra,CA,California,United States,North America,16-10-1946,79
1417693,Female,Heather Miller,Irvine,CA,California,United States,North America,16-03-1988,38
1418791,Female,Hailey Jones,Moorpark,CA,California,United States,North America,22-04-1936,89
1420996,Male,Samual Day,Santa Clara,CA,California,United States,North America,06-12-1958,67
1422304,Female,Patricia Capp,Palm Springs,CA,California,United States,North America,31-10-1955,70
1425449,Female,Louise Lamothe,Hollister,CA,California,United States,North America,07-07-1960,65
1427132,Female,Victoria Hammond,Gardena,CA,California,United States,North America,09-10-1996,29
1428180,Male,Johnny Huckabee,Sunnyvale,CA,California,United States,North America,24-05-1983,42
1429878,Male,Darrell Mejia,San Francisco,CA,California,United States,North America,28-03-1967,59
1433136,Male,Alan Her,Ontario,CA,California,United States,North America,30-04-1952,73
1433216,Male,Kenneth Tuttle,Pasadena,CA,California,United States,North America,06-02-1955,71
1438951,Male,Javier Carr,San Diego,CA,California,United States,North America,28-02-1943,83
1440032,Female,Kimberly Watters,San Jose,CA,California,United States,North America,03-06-2000,25
1445061,Male,Elliott Smith,Walnut Creek,CA,California,United States,North America,14-11-1966,59
1447016,Female,Lisa Feller,Larkspur,CA,California,United States,North America,25-01-1945,81
1449949,Female,Yolanda Lang,Salinas,CA,California,United States,North America,12-05-1976,49
1450086,Female,Mabel Carrasquillo,San Diego,CA,California,United States,North America,31-12-1965,60
1451919,Female,Chelsea Stockton,Downey,CA,California,United States,North America,22-08-1992,33
1453389,Female,Gladys Young,Irvine,CA,California,United States,North America,29-03-1967,59
1454131,Male,John Montgomery,Irvine,CA,California,United States,North America,17-10-1993,32
1454269,Male,Michael Cambridge,Roseville,CA,California,United States,North America,08-12-1975,50
1456120,Male,Robert Wilson,Fremont,CA,California,United States,North America,16-04-1976,49
1458350,Male,Walter Hamilton,Sacramento,CA,California,United States,North America,21-06-1955,70
1458605,Male,Chester Cipriani,Oakland,CA,California,United States,North America,14-02-1969,57
1460614,Male,Victor Holton,Sacramento,CA,California,United States,North America,26-11-1995,30
1461248,Male,Jeremy Judge,Oakland,CA,California,United States,North America,28-03-1943,83
1462148,Female,Nettie Jenkins,Gardena,CA,California,United States,North America,12-04-1937,88
1465283,Male,Robert Weinberg,Sherman Oaks,CA,California,United States,North America,19-02-1955,71
1465666,Female,Jennifer Gregg,Oakland,CA,California,United States,North America,06-11-1974,51
1468252,Male,Gregory Harlan,Gardena,CA,California,United States,North America,04-07-1949,76
1468600,Male,Walter Ventura,Irvine,CA,California,United States,North America,27-06-1959,66
1470332,Male,William Runge,Oakhurst,CA,California,United States,North America,17-06-1985,40
1474188,Male,Steve Berrios,Richmond,CA,California,United States,North America,13-02-1985,41
1478876,Male,Roger Rains,Oakland,CA,California,United States,North America,28-07-1968,57
1481578,Male,Jonathan Kitchen,Ramona,CA,California,United States,North America,08-01-1987,39
1483256,Male,Al James,Rancho Cordova,CA,California,United States,North America,18-04-1942,83
1483593,Female,Ruby Baeza,Modesto,CA,California,United States,North America,31-08-1938,87
1485014,Female,Donna Tanaka,Colton,CA,California,United States,North America,01-12-1974,51
1486871,Male,Brandon Bracey,Murrieta,CA,California,United States,North America,19-03-1937,89
1487794,Female,Jessie Kuykendall,Irvine,CA,California,United States,North America,25-05-1935,90
1488734,Female,Nicole Vickery,Los Gatos,CA,California,United States,North America,06-11-1969,56
1493826,Male,Fred Green,Dublin,CA,California,United States,North America,28-05-1959,66
1494306,Female,Trisha Morton,Bakersfield,CA,California,United States,North America,26-06-1960,65
1495710,Male,Clyde Glenn,Vacaville,CA,California,United States,North America,22-04-1959,66
1495716,Male,Timothy Alvarez,San Jose,CA,California,United States,North America,07-10-1961,64
1496883,Female,Diane Raines,Fresno,CA,California,United States,North America,24-03-1968,58
1497719,Female,Carolyn Murley,San Jose,CA,California,United States,North America,01-01-1936,90
1497768,Female,Joyce Clark,Sherman Oaks,CA,California,United States,North America,20-01-1957,69
1501608,Female,Rosalind Castellanos,Irvine,CA,California,United States,North America,06-06-1979,46
1502837,Female,Beverly Jarvis,Sanger,CA,California,United States,North America,20-11-1945,80
1506205,Male,Valentine Fulton,San Francisco,CA,California,United States,North America,21-09-1950,75
1506352,Female,Charlotte Busse,Long Beach,CA,California,United States,North America,17-02-1955,71
1506640,Female,Kristi Munch,San Leandro,CA,California,United States,North America,15-05-2001,24
1507926,Female,Aimee Wong,Anaheim,CA,California,United States,North America,16-01-1961,65
1509335,Male,Robert Blackwell,Happy Camp,CA,California,United States,North America,03-12-1959,66
1511165,Female,Iva Milliman,Monterey,CA,California,United States,North America,02-08-1951,74
1513894,Male,Bryant Clevenger,Monterey,CA,California,United States,North America,21-12-1988,37
1517642,Male,Jerry Durand,Hercules,CA,California,United States,North America,30-05-1975,50
1522988,Female,Amy Moore,Concord,CA,California,United States,North America,02-11-1972,53
1524144,Female,Lillian Scott,Oakland,CA,California,United States,North America,09-04-1999,26
1524676,Female,Cynthia Rice,San Bruno,CA,California,United States,North America,14-08-1966,59
1524904,Female,Lorena Ybarra,San Francisco,CA,California,United States,North America,12-10-1937,88
1527126,Male,Raymond Saunders,Oakland,CA,California,United States,North America,02-07-1951,74
1531024,Female,Andrea Neighbors,Oakland,CA,California,United States,North America,10-04-1938,87
1531937,Male,Avery Brown,San Jose,CA,California,United States,North America,16-08-1939,86
1535814,Female,Delores Keister,Santa Barbara,CA,California,United States,North America,29-04-1936,89
